osmid,highway,oneway,reversed,length,geometry,lanes,maxspeed,name,ref,junction,width,bridge,tunnel,access
283787768,secondary,True,False,43.99079716087571,"LINESTRING (34.7644064 32.0145532, 34.7648611 32.0144645)",3,,יוספטל,,,,,,
156497855,secondary_link,True,False,73.68302995825977,"LINESTRING (34.7644064 32.0145532, 34.7646542 32.0144022, 34.7647181 32.0143488, 34.7647823 32.0142583, 34.7648558 32.014045)",,,,,,,,,
159526000,residential,False,True,103.60347282415616,"LINESTRING (34.7662519 32.0292647, 34.7661893 32.0292796, 34.7651836 32.0294833)",,,משעול היסמין,,,,,,
58066597,residential,False,False,14.321028366910896,"LINESTRING (34.7651405 32.0293598, 34.7651836 32.0294833)",,,הדר,,,,,,
58066597,residential,False,True,73.51782160437372,"LINESTRING (34.7651405 32.0293598, 34.7649681 32.028796, 34.7649422 32.0287204)",,,הדר,,,,,,
"[159868671, 159525999]",residential,False,False,71.33992303320235,"LINESTRING (34.7651405 32.0293598, 34.7644691 32.0294935, 34.764432 32.0294461)",,,הזית,,,,,,
58066597,residential,False,True,14.321028366910896,"LINESTRING (34.7651836 32.0294833, 34.7651405 32.0293598)",,,הדר,,,,,,
58066597,residential,False,False,89.59335225120451,"LINESTRING (34.7651836 32.0294833, 34.765395 32.0301019, 34.7654481 32.0302572)",,,הדר,,,,,,
159526000,residential,False,False,103.60347282415616,"LINESTRING (34.7651836 32.0294833, 34.7661893 32.0292796, 34.7662519 32.0292647)",,,משעול היסמין,,,,,,
58022404,residential,False,False,9.224007203913356,"LINESTRING (34.7643142 32.0274673, 34.7642892 32.0273871)",,,יפו,,,,,,
59264852,residential,False,False,63.15176956510505,"LINESTRING (34.7643142 32.0274673, 34.7636535 32.0275611)",,,,,,,,,
58022404,residential,False,True,70.12603043756644,"LINESTRING (34.7643142 32.0274673, 34.7643805 32.0276859, 34.7644518 32.0279212, 34.7644994 32.0280781)",,,יפו,,,,,,
160150287,tertiary,False,False,39.51075564996812,"LINESTRING (34.7642849 32.0287852, 34.7647012 32.028744)",,,הבנים,,,,,,
159868671,residential,False,True,74.78585215309369,"LINESTRING (34.7642849 32.0287852, 34.7643463 32.0290644, 34.7643501 32.0290818, 34.764432 32.0294461)",,,הזית,,,,,,
160150287,tertiary,False,True,96.85980688926422,"LINESTRING (34.7642849 32.0287852, 34.7642099 32.0287982, 34.7639301 32.028829, 34.7636611 32.0288587, 34.7633561 32.0288923, 34.7632669 32.0289021)",,,הבנים,,,,,,
1352619861,unclassified,False,False,10.294422879960768,"LINESTRING (34.7645552 32.0298976, 34.7644493 32.0299202)",,,איריס,,,,,,
1352619861,unclassified,False,True,10.294422879960768,"LINESTRING (34.7644493 32.0299202, 34.7645552 32.0298976)",,,איריס,,,,,,
"[159868689, 1427266893, 1352841193]",unclassified,False,False,142.14377296635269,"LINESTRING (34.7644493 32.0299202, 34.7645729 32.0302774, 34.7645765 32.0302879, 34.76459 32.0303309, 34.7646047 32.0303778, 34.7646169 32.0304162, 34.7647496 32.0308346, 34.7650188 32.0307987, 34.7651152 32.0307445)",,,גבעול,,,,,,
"[159868691, 1352619860, 1352619861]","['unclassified', 'residential']",False,False,104.30547419087758,"LINESTRING (34.7644493 32.0299202, 34.7642194 32.0299605, 34.7641053 32.0296047, 34.7641142 32.0295121, 34.7642366 32.0294861, 34.7642852 32.0294758, 34.764432 32.0294461)",,,"['איריס', 'גבעול']",,,,,,
"[1352841193, 1427266893, 159868689]",unclassified,False,True,142.14377296635269,"LINESTRING (34.7651152 32.0307445, 34.7650188 32.0307987, 34.7647496 32.0308346, 34.7646169 32.0304162, 34.7646047 32.0303778, 34.76459 32.0303309, 34.7645765 32.0302879, 34.7645729 32.0302774, 34.7644493 32.0299202)",,,גבעול,,,,,,
160150294,tertiary,True,False,8.829372471932361,"LINESTRING (34.7622409 32.0289648, 34.7622361 32.0290441)",,,חזית חמש,,,,,,
131816880,tertiary,True,False,18.06642325771436,"LINESTRING (34.7622409 32.0289648, 34.762292 32.0289694, 34.7624291 32.0289945)",,,הבנים,,,,,,
160150287,tertiary,False,False,79.64406789899972,"LINESTRING (34.7624291 32.0289945, 34.7628528 32.0289478, 34.7632669 32.0289021)",,,הבנים,,,,,,
160150292,tertiary,True,False,19.109602214202347,"LINESTRING (34.7624291 32.0289945, 34.7622923 32.0290374, 34.7622659 32.029042, 34.7622361 32.0290441)",,,הבנים,,,,,,
131816878,tertiary,False,True,62.88013461504867,"LINESTRING (34.7619509 32.0290147, 34.7612839 32.02902)",,,הבנים,,,,,,
160150291,tertiary,True,False,19.6184795090962,"LINESTRING (34.7619509 32.0290147, 34.7621042 32.0289699, 34.7621493 32.0289624)",,,הבנים,,,,,,
58018974,tertiary,True,False,8.891706001459116,"LINESTRING (34.7621455 32.0290423, 34.7621493 32.0289624)",,,חזית חמש,,,,,,
160150289,tertiary,True,False,18.62482438685838,"LINESTRING (34.7621455 32.0290423, 34.7620951 32.029039, 34.7619509 32.0290147)",,,הבנים,,,,,,
160150292,tertiary,True,False,8.543107105850146,"LINESTRING (34.7622361 32.0290441, 34.7621455 32.0290423)",,,הבנים,,,,,,
160150294,tertiary,True,False,14.735452363265168,"LINESTRING (34.7622361 32.0290441, 34.7622234 32.0290869, 34.7621825 32.0291682)",,,חזית חמש,,,,,,
58018974,tertiary,True,False,14.445934736419614,"LINESTRING (34.7621825 32.0291682, 34.7621542 32.0290847, 34.7621455 32.0290423)",,,חזית חמש,,,,,,
160150293,tertiary,False,False,174.89773938728345,"LINESTRING (34.7621825 32.0291682, 34.7621351 32.0299116, 34.7620824 32.0307388)",,,חזית חמש,,,,,,
155624372,secondary,True,False,20.563212863519276,"LINESTRING (34.7674458 31.9990749, 34.7674709 31.9992586)",2,,שדרות דוד בן גוריון,,,,,,
162154691,secondary_link,True,False,24.08052404345834,"LINESTRING (34.7674458 31.9990749, 34.7675201 31.9991797, 34.7676014 31.999244)",,,,,,,,,
229920445,tertiary,True,False,16.755078592017817,"LINESTRING (34.7680691 32.0044849, 34.7680847 32.004635)",2,,יוסף אהרונוביץ',,,,,,
162154692,tertiary_link,True,False,23.054127699959253,"LINESTRING (34.7680691 32.0044849, 34.7681076 32.0045251, 34.7681426 32.0045617, 34.7681675 32.0045739, 34.7682534 32.0046158)",1,,,,,,,,
229920457,tertiary,True,False,235.5322623635466,"LINESTRING (34.7682534 32.0046158, 34.7707377 32.0043955)",,,שדרות מנחם בגין,,,,,,
32016967,tertiary,False,True,220.48855007963044,"LINESTRING (34.7692827 32.0097099, 34.7693488 32.0100684, 34.7694304 32.010433, 34.7696013 32.0116735)",,,יוסף אהרונוביץ',,,,,,
51336943,residential,False,True,71.18926770623236,"LINESTRING (34.7692827 32.0097099, 34.7691796 32.0097272, 34.7685421 32.0098344)",,,דוד רמז,,,,,,
118761071,residential,False,True,189.97069944419079,"LINESTRING (34.7692827 32.0097099, 34.7698385 32.0095831, 34.7698818 32.0095743, 34.771228 32.0092652)",,,פנחס לבון,,,,,,
162154682,tertiary,False,False,163.39092243380446,"LINESTRING (34.7692827 32.0097099, 34.7692198 32.0094369, 34.7688825 32.0082805)",2,,יוסף אהרונוביץ',,,,,,
214863021,tertiary,True,False,37.4041565940554,"LINESTRING (34.770335 32.0162727, 34.7704106 32.0165078, 34.7704368 32.0165978)",1,,חיים ויצמן,,,,,,
221776829,tertiary,False,False,279.5316214838819,"LINESTRING (34.770335 32.0162727, 34.7700402 32.0143776, 34.7699421 32.013781)",,,חיים ויצמן,,,,,,
214863021,tertiary,True,False,9.688785682088412,"LINESTRING (34.7704368 32.0165978, 34.7704518 32.016684)",1,,חיים ויצמן,,,,,,
105513176,residential,True,False,11.351712820035177,"LINESTRING (34.7704368 32.0165978, 34.7704844 32.0166228, 34.7705458 32.0166393)",,,גולומב,,,,,,
303229832,tertiary,True,False,137.2314966705527,"LINESTRING (34.7704518 32.016684, 34.7705552 32.0172329, 34.7706814 32.0179027)",2,,חיים ויצמן,,,,,,
162497654,living_street,False,False,28.754153703458318,"LINESTRING (34.7727396 31.9944366, 34.7726417 31.9946815)",,,,,,,,,
"[162497602, 162497603]",living_street,False,False,26.88936604371731,"LINESTRING (34.7730965 31.9944081, 34.7732119 31.9944326, 34.7732815 31.9944563, 34.7733266 31.9945235)",,,הבדולח,,,,,,
162497615,living_street,False,False,32.239347466663105,"LINESTRING (34.7723177 31.994589, 34.7726417 31.9946815)",,,,,,,,,
162497601,living_street,False,False,79.00520118228486,"LINESTRING (34.7733266 31.9945235, 34.774118 31.9947566)",,,הבדולח,,,,,,
162497602,living_street,False,False,81.7627951872457,"LINESTRING (34.7733266 31.9945235, 34.7731506 31.9952435)",,,הבדולח,,,,,,
"[162497602, 162497603]",living_street,False,True,26.88936604371731,"LINESTRING (34.7733266 31.9945235, 34.7732815 31.9944563, 34.7732119 31.9944326, 34.7730965 31.9944081)",,,הבדולח,,,,,,
162497615,living_street,False,True,32.239347466663105,"LINESTRING (34.7726417 31.9946815, 34.7723177 31.994589)",,,,,,,,,
162497654,living_street,False,True,28.754153703458318,"LINESTRING (34.7726417 31.9946815, 34.7727396 31.9944366)",,,,,,,,,
162497654,living_street,False,False,107.72209462385987,"LINESTRING (34.7726417 31.9946815, 34.7725078 31.9950413, 34.7725418 31.9951336, 34.7724307 31.9954049, 34.7724284 31.9955319, 34.7724703 31.9956042)",,,,,,,,,
156002378,residential,True,False,106.08523858192162,"LINESTRING (34.774118 31.9947566, 34.7731506 31.9952435)",,,דוד צדוק,,,,,,
162497601,living_street,False,True,79.00520118228486,"LINESTRING (34.774118 31.9947566, 34.7733266 31.9945235)",,,הבדולח,,,,,,
162497610,living_street,False,True,161.1200056174118,"LINESTRING (34.7721604 31.9949032, 34.7719439 31.9948515, 34.7719166 31.9949373, 34.7719631 31.9950284, 34.7719391 31.9951291, 34.771854 31.9952148, 34.7717642 31.9955155, 34.7717016 31.9955522, 34.7716455 31.9956651, 34.7716663 31.9958311, 34.7715454 31.9959924)",,,,,,,,,
156002378,residential,True,False,11.84112749336323,"LINESTRING (34.7731506 31.9952435, 34.7730438 31.9952995)",,,דוד צדוק,,,,,,
162497602,living_street,False,True,81.7627951872457,"LINESTRING (34.7731506 31.9952435, 34.7733266 31.9945235)",,,הבדולח,,,,,,
156002378,residential,True,False,63.81932424973826,"LINESTRING (34.7730438 31.9952995, 34.7724703 31.9956042)",,,דוד צדוק,,,,,,
162497641,unclassified,False,False,139.3545459783465,"LINESTRING (34.7730438 31.9952995, 34.7736527 31.9957705, 34.7732324 31.996195)",,,,,,,,,
156002378,residential,True,False,93.4082762137277,"LINESTRING (34.7724703 31.9956042, 34.7716075 31.9960168)",,,דוד צדוק,,,,,,
162497654,living_street,False,True,107.72209462385987,"LINESTRING (34.7724703 31.9956042, 34.7724284 31.9955319, 34.7724307 31.9954049, 34.7725418 31.9951336, 34.7725078 31.9950413, 34.7726417 31.9946815)",,,,,,,,,
162497593,residential,True,False,6.813788806155962,"LINESTRING (34.7707537 31.9957943, 34.7707592 31.9958554)",,,דוד צדוק,,,,,,
162497595,residential,False,False,157.35602876714776,"LINESTRING (34.7707537 31.9957943, 34.7708297 31.9955398, 34.7708853 31.9953532, 34.7709339 31.9951905, 34.770949 31.9951439, 34.7709996 31.9949884, 34.7711796 31.9944261)",,,דוד צדוק,,,,,,
162497594,residential,True,False,6.858428108841899,"LINESTRING (34.7707165 31.9958473, 34.7707537 31.9957943)",,,דוד צדוק,,,,,,
162497592,residential,True,False,4.327222406558397,"LINESTRING (34.7707165 31.9958473, 34.7707412 31.995846, 34.7707592 31.9958554)",,,דוד צדוק,,,,,,
49342660,residential,True,False,81.10885973065785,"LINESTRING (34.7707592 31.9958554, 34.7707698 31.9958742, 34.7707782 31.9958997, 34.7708604 31.9959807, 34.7709613 31.9960392, 34.7710848 31.9960816, 34.7712132 31.9961028, 34.7713285 31.9960988, 34.7714974 31.996055)",,,דוד צדוק,,,,,,
"[91339388, 162497655]","['unclassified', 'residential']",False,"[False, True]",263.8106632685755,"LINESTRING (34.7685149 31.9960576, 34.7685032 31.996085, 34.7684658 31.9961724, 34.7684372 31.9962424, 34.7683058 31.996539, 34.7680849 31.9967129, 34.7679257 31.9970308, 34.7679565 31.9978538, 34.7681928 31.9978548, 34.768458 31.9977879)",,,,,,,,,
162497592,residential,True,False,33.61566330662615,"LINESTRING (34.7709293 31.9960577, 34.7708439 31.9960039, 34.7707545 31.9959155, 34.7707256 31.995906, 34.7707068 31.995893, 34.7707024 31.995872, 34.7707165 31.9958473)",,,דוד צדוק,,,,,,
162497638,unclassified,False,False,79.51495548479305,"LINESTRING (34.7709293 31.9960577, 34.770872 31.9962284, 34.77082 31.9967642)",,,,,,,,,
162497609,residential,True,False,6.819287832215434,"LINESTRING (34.7715454 31.9959924, 34.7715695 31.995993, 34.7715913 31.9960016, 34.7716075 31.9960168)",,,,,roundabout,,,,
162497610,living_street,False,False,161.12000561741178,"LINESTRING (34.7715454 31.9959924, 34.7716663 31.9958311, 34.7716455 31.9956651, 34.7717016 31.9955522, 34.7717642 31.9955155, 34.771854 31.9952148, 34.7719391 31.9951291, 34.7719631 31.9950284, 34.7719166 31.9949373, 34.7719439 31.9948515, 34.7721604 31.9949032)",,,,,,,,,
162497609,residential,True,False,7.2124705878502215,"LINESTRING (34.7716075 31.9960168, 34.7716154 31.9960373, 34.7716126 31.9960588, 34.7715995 31.9960774)",,,,,roundabout,,,,
162497609,residential,True,False,9.27905570622368,"LINESTRING (34.7714974 31.996055, 34.7714958 31.9960384, 34.7715006 31.9960222, 34.7715113 31.9960082, 34.7715268 31.9959979, 34.7715454 31.9959924)",,,,,roundabout,,,,
156002391,residential,False,True,135.16178494404443,"LINESTRING (34.7715995 31.9960774, 34.7726732 31.9968216, 34.7727081 31.9968478)",,,חיים לסקוב,,,,,,
162497609,residential,True,False,8.669712861186328,"LINESTRING (34.7715995 31.9960774, 34.771585 31.996087, 34.7715677 31.9960925, 34.7715494 31.9960932, 34.7715316 31.9960892, 34.7715161 31.9960809)",,,,,roundabout,,,,
162497592,residential,True,False,57.95610304932104,"LINESTRING (34.7715161 31.9960809, 34.771366 31.996128, 34.771267 31.996136, 34.7711416 31.9961284, 34.7710524 31.9961095, 34.7709293 31.9960577)",,,דוד צדוק,,,,,,
162497609,residential,True,False,3.4154953203092813,"LINESTRING (34.7715161 31.9960809, 34.7715044 31.9960691, 34.7714974 31.996055)",,,,,roundabout,,,,
162497641,unclassified,False,True,139.3545459783465,"LINESTRING (34.7732324 31.996195, 34.7736527 31.9957705, 34.7730438 31.9952995)",,,,,,,,,
162497638,unclassified,False,True,79.51495548479305,"LINESTRING (34.77082 31.9967642, 34.770872 31.9962284, 34.7709293 31.9960577)",,,,,,,,,
162497608,residential,True,False,9.738899969891516,"LINESTRING (34.7688546 31.9977311, 34.7688805 31.9977309, 34.7689048 31.997738, 34.768925 31.9977517, 34.7689386 31.9977703)",,,,,roundabout,,,,
162497608,residential,True,False,12.711948785395652,"LINESTRING (34.7689386 31.9977703, 34.7689439 31.9977888, 34.7689425 31.9978079, 34.7689346 31.9978256, 34.7689209 31.9978408, 34.7689026 31.9978518, 34.7688813 31.9978579)",,,,,roundabout,,,,
162497647,residential,False,False,201.4097738318551,"LINESTRING (34.7689386 31.9977703, 34.7693298 31.9976604, 34.7696164 31.9976077, 34.7698691 31.9976368, 34.7704993 31.9978652, 34.7704828 31.9982806)",,,מרדכי מקלף,,,,,,
"[91339388, 162497655]","['unclassified', 'residential']",False,"[False, True]",263.81066326857547,"LINESTRING (34.768458 31.9977879, 34.7681928 31.9978548, 34.7679565 31.9978538, 34.7679257 31.9970308, 34.7680849 31.9967129, 34.7683058 31.996539, 34.7684372 31.9962424, 34.7684658 31.9961724, 34.7685032 31.996085, 34.7685149 31.9960576)",,,,,,,,,
162497652,residential,True,False,51.62868432981566,"LINESTRING (34.768458 31.9977879, 34.7684543 31.997701, 34.7686006 31.9976645, 34.7687912 31.9976635, 34.7688546 31.9977311)",,,,,,,,,
162497652,residential,True,False,31.594635676691222,"LINESTRING (34.7687927 31.9978007, 34.768458 31.9977879)",,,,,,,,,
162497608,residential,True,False,10.6132331529885,"LINESTRING (34.7687927 31.9978007, 34.7687938 31.9977816, 34.7688015 31.9977637, 34.7688151 31.9977484, 34.7688333 31.9977373, 34.7688546 31.9977311)",,,,,roundabout,,,,
115666798,residential,False,False,122.6119602569904,"LINESTRING (34.7688813 31.9978579, 34.768997 31.9989562)",,,מרדכי מקלף,,,,,,
162497608,residential,True,False,11.730112029140857,"LINESTRING (34.7688813 31.9978579, 34.7688565 31.997858, 34.7688328 31.9978514, 34.7688131 31.9978386, 34.7687991 31.9978211, 34.7687927 31.9978007)",,,,,roundabout,,,,
162497647,residential,False,True,201.40977383185506,"LINESTRING (34.7704828 31.9982806, 34.7704993 31.9978652, 34.7698691 31.9976368, 34.7696164 31.9976077, 34.7693298 31.9976604, 34.7689386 31.9977703)",,,מרדכי מקלף,,,,,,
162797604,residential,True,False,38.803705427117436,"LINESTRING (34.7634014 32.0058882, 34.7630241 32.0058651, 34.762991 32.0058625)",,,התנאים,,,,,,
162797605,residential,False,False,66.24533944609713,"LINESTRING (34.7634014 32.0058882, 34.7638062 32.0058991, 34.7638351 32.0058999, 34.7641036 32.005907)",,,התנאים,,,,,,
122658488,residential,False,True,108.45198069292354,"LINESTRING (34.7630606 32.0141674, 34.7630713 32.0137179, 34.7630526 32.0131924)",,,הערבה,,,,,,
165120233,residential,True,False,3.2107610434228144,"LINESTRING (34.7629357 32.0058462, 34.7629676 32.0058361)",,,התנאים,,,,,,
50805951,residential,False,True,161.2628389222042,"LINESTRING (34.7629357 32.0058462, 34.7626188 32.0058393, 34.7612373 32.0059923)",,,התנאים,,,,,,
122658489,residential,False,True,125.49869671533685,"LINESTRING (34.7616815 32.0062999, 34.7617875 32.0067689, 34.7619613 32.0074031)",,,יוטבתה,,,,,,
51486688,residential,False,False,25.376145562991386,"LINESTRING (34.7630496 32.0078082, 34.7630946 32.0080332)",,,עין גדי,,,,,,
165067258,residential,True,False,53.93865674082617,"LINESTRING (34.7630496 32.0078082, 34.7624878 32.0078996)",,,עין גדי,,,,,,
51486688,residential,False,True,63.214062046202244,"LINESTRING (34.7630496 32.0078082, 34.7630074 32.0075764, 34.762947 32.0072464)",,,עין גדי,,,,,,
122658489,residential,False,False,63.889816345194774,"LINESTRING (34.7620913 32.007967, 34.7619613 32.0074031)",,,יוטבתה,,,,,,
122658489,residential,False,True,35.09182784796242,"LINESTRING (34.7620913 32.007967, 34.7621851 32.0082724)",,,יוטבתה,,,,,,
183264247,residential,False,True,38.130020923317886,"LINESTRING (34.7620913 32.007967, 34.7624878 32.0078996)",,,עין גדי,,,,,,
51486688,residential,False,True,25.376145562991386,"LINESTRING (34.7630946 32.0080332, 34.7630496 32.0078082)",,,עין גדי,,,,,,
165067251,residential,False,True,77.07570538315876,"LINESTRING (34.7631567 32.0089164, 34.7623548 32.0090509)",,,יוטבתה,,,,,,
165067251,residential,False,False,77.07570538315876,"LINESTRING (34.7623548 32.0090509, 34.7631567 32.0089164)",,,יוטבתה,,,,,,
50805949,residential,True,False,88.04041101689282,"LINESTRING (34.7623548 32.0090509, 34.762342 32.0089818, 34.7622939 32.0087429, 34.7622558 32.0085763, 34.7622449 32.0085306, 34.7621851 32.0082724)",,,יוטבתה,,,,,,
156497842,residential,False,True,76.86292399410235,"LINESTRING (34.7668325 32.003086, 34.7671412 32.003032, 34.7676315 32.0029492)",,,יהודה הנשיא,,,,,,
165103262,residential,True,False,23.154676522140846,"LINESTRING (34.7668325 32.003086, 34.7666672 32.003133, 34.7665986 32.0031492)",,,יהודה הנשיא,,,,,,
165103288,living_street,False,True,60.50167220649247,"LINESTRING (34.766581 32.0038372, 34.7659419 32.0038854)",,,,,,,,,
50849194,residential,True,False,28.8474496615316,"LINESTRING (34.766581 32.0038372, 34.7666047 32.0040082, 34.7666093 32.0040408, 34.7666075 32.0040952)",,,ארבע ארצות,,,,,,
165103288,living_street,False,False,60.50167220649247,"LINESTRING (34.7659419 32.0038854, 34.766581 32.0038372)",,,,,,,,,
50811938,residential,False,True,149.30963478124775,"LINESTRING (34.763049 32.0055358, 34.7630942 32.0053359, 34.7631361 32.0051502, 34.7633089 32.0047126, 34.7633936 32.0044982, 34.7634523 32.0042988, 34.7634603 32.0042755, 34.763471 32.004244)",,,האמוראים,,,,,,
165120231,residential,True,False,33.99995044615069,"LINESTRING (34.763049 32.0055358, 34.7630348 32.0056257, 34.7629995 32.0058148, 34.7629966 32.0058303, 34.762995 32.0058381)",,,האמוראים,,,,,,
162797603,residential,True,False,2.5931757135711813,"LINESTRING (34.7629676 32.0058361, 34.762995 32.0058381)",,,התנאים,,,,,,
165120230,residential,True,False,34.27473922111661,"LINESTRING (34.7629676 32.0058361, 34.7629739 32.0058109, 34.7630204 32.0056246, 34.763049 32.0055358)",,,האמוראים,,,,,,
165120231,residential,True,False,2.7392508865604075,"LINESTRING (34.762995 32.0058381, 34.762991 32.0058625)",,,האמוראים,,,,,,
162797603,residential,True,False,38.728669528707925,"LINESTRING (34.762995 32.0058381, 34.7630301 32.0058408, 34.7634014 32.0058882)",,,התנאים,,,,,,
162797604,residential,True,False,2.527419614861587,"LINESTRING (34.762991 32.0058625, 34.7629643 32.0058605)",,,התנאים,,,,,,
51486772,residential,False,True,50.05543253479902,"LINESTRING (34.7620974 32.0029039, 34.7626144 32.0028018)",,,המגיד,,,,,,
166273706,residential,False,True,24.51441323320147,"LINESTRING (34.768804 32.0226133, 34.7688167 32.0228335)",,,בוסל,,,,,,
166619480,residential,True,False,9.272461852613281,"LINESTRING (34.7711758 32.0201915, 34.7712707 32.0202134)",,,הרצפלד,,,,,,
203919722,tertiary,True,False,237.8266217398978,"LINESTRING (34.7711758 32.0201915, 34.7710016 32.0197887, 34.7708819 32.0194924, 34.7707518 32.0189453, 34.7707092 32.0186476, 34.7706263 32.0181136)",1,,חיים ויצמן,,,,,,
50804629,residential,True,False,6.9175371781970245,"LINESTRING (34.7712707 32.0202134, 34.7712085 32.0202464)",,,הרצפלד,,,,,,
51325331,residential,False,False,155.45974163323348,"LINESTRING (34.7712707 32.0202134, 34.7717302 32.0202026, 34.7720931 32.0201931, 34.7722349 32.0201913, 34.7723784 32.0201901, 34.772919 32.0201754)",,,חומה ומגדל,,,,,,
203919723,tertiary,True,False,431.44780669679176,"LINESTRING (34.7712707 32.0202134, 34.7717216 32.0207915, 34.7718765 32.0209631, 34.7721065 32.0211534, 34.7721283 32.0211674, 34.7724224 32.0213667, 34.7729166 32.0216456, 34.7732746 32.0217809, 34.7739001 32.0219897, 34.7741094 32.0220378, 34.7741566 32.0220486, 34.7741917 32.0220737, 34.7742144 32.0221168, 34.7742107 32.0222068, 34.7742088 32.0222743, 34.7742247 32.0223329, 34.7742756 32.0224919, 34.7743229 32.0225972, 34.7743978 32.0227263)",1,,חיים ויצמן,,,,,,
166619480,residential,True,False,78.4296368513956,"LINESTRING (34.770344 32.0202023, 34.7711758 32.0201915)",,,הרצפלד,,,,,,
50854095,residential,True,False,226.6374617626476,"LINESTRING (34.770344 32.0202023, 34.7700006 32.0191305, 34.7698376 32.0182133)",,,לאון בלום,,,,,,
166619480,residential,True,False,17.05998543746036,"LINESTRING (34.7701642 32.0202196, 34.770344 32.0202023)",,,הרצפלד,,,,,,
413383998,residential,False,False,54.690401977476334,"LINESTRING (34.7701642 32.0202196, 34.7696652 32.0202282, 34.7695873 32.020247)",2,,הרצפלד,,,,,,
166619479,residential,False,False,61.08705196163607,"LINESTRING (34.7694081 32.0202379, 34.7687637 32.0202953)",2,,הרצפלד,,,,,,
413384002,residential,True,False,5.796455145273226,"LINESTRING (34.7694081 32.0202379, 34.7694232 32.0202144, 34.7694453 32.0201973)",,,,,roundabout,,,,
510772069,residential,False,True,15.384734941595083,"LINESTRING (34.7700814 32.0338038, 34.7702444 32.0337968)",3,,חומה ומגדל,,,,,,
"[1198208123, 1198208124]",secondary,True,False,232.28010279479219,"LINESTRING (34.7700814 32.0338038, 34.7701347 32.0336577, 34.7702002 32.0333986, 34.7702909 32.0329516, 34.7703526 32.0323026, 34.7704231 32.0317394)","['3', '2']",,הלוחמים,,,,,,
510772069,residential,False,False,15.384734941595083,"LINESTRING (34.7702444 32.0337968, 34.7700814 32.0338038)",3,,חומה ומגדל,,,,,,
1198208126,secondary,True,False,10.44578065723816,"LINESTRING (34.7702444 32.0337968, 34.77021 32.0338861)",2,,הלוחמים,,,,,,
1214464855,residential,True,False,50.35872392075124,"LINESTRING (34.7702444 32.0337968, 34.7703773 32.0338456, 34.7705116 32.0339466, 34.7705552 32.033998, 34.7706342 32.034091)",1,,חומה ומגדל,,,,,,
123061782,tertiary,True,False,32.676311059076035,"LINESTRING (34.7948499 32.0248891, 34.7946349 32.0251196)",2,,הפלד,,,,,,
168730657,tertiary_link,True,False,64.08031627309627,"LINESTRING (34.7948499 32.0248891, 34.794778 32.0250342, 34.7947531 32.0251382, 34.7947444 32.0252172, 34.7947567 32.0253196, 34.7948129 32.0254411)",,,,,,,,,
121024468,tertiary,True,False,177.79588600549528,"LINESTRING (34.7948129 32.0254411, 34.7949672 32.0256424, 34.7960464 32.0266471)",,,המכתש,,,,,,
71529100,secondary,True,False,15.768665965803844,"LINESTRING (34.7555294 32.0020825, 34.7553663 32.0021138)",3,50,קוממיות,,,,,,
170472861,secondary_link,True,False,28.371362995580576,"LINESTRING (34.7555294 32.0020825, 34.7554827 32.0021453, 34.7554745 32.0021563, 34.7554385 32.0022046, 34.7554345 32.0023153)",,,,,,,,,
44651019,residential,True,False,22.672692190272226,"LINESTRING (34.7554345 32.0023153, 34.7554735 32.0025165)",,,,,,,,,
59449703,residential,False,False,568.084410249818,"LINESTRING (34.7625405 31.9955955, 34.7631492 31.9970516, 34.7632701 31.997793, 34.7633141 31.9980626, 34.7633195 31.9980957, 34.7633367 31.9982012, 34.7634311 31.9986906, 34.7634609 31.9988478, 34.7634719 31.9989052, 34.7636604 31.9998378, 34.7637792 32.0004256, 34.7637988 32.0005227, 34.7638039 32.0005716)",,,דן שומרון,,,,,,
59449703,residential,False,True,84.3946573504073,"LINESTRING (34.7625405 31.9955955, 34.762976 31.995365, 34.7628338 31.9950647)",,,דן שומרון,,,,,,
327552900,residential,False,False,89.5372029343764,"LINESTRING (34.7625405 31.9955955, 34.7624476 31.9954059, 34.7627024 31.9952489, 34.7625388 31.9949464)",,,,,,,,,
59449703,residential,False,False,84.3946573504073,"LINESTRING (34.7628338 31.9950647, 34.762976 31.995365, 34.7625405 31.9955955)",,,דן שומרון,,,,,,
109938564,tertiary,False,True,8.099920299874244,"LINESTRING (34.7684529 32.0311119, 34.7685292 32.0311454)",,,המעפילים,,,,,,
109938564,tertiary,False,False,44.50273426767005,"LINESTRING (34.7684529 32.0311119, 34.7682785 32.0310261, 34.768067 32.0308832)",,,המעפילים,,,,,,
"[1385841044, 1385841045, 1352619862]",unclassified,False,"[False, True]",89.78305663229438,"LINESTRING (34.7684529 32.0311119, 34.7683192 32.031232, 34.7682695 32.0312558, 34.768213 32.0312459, 34.7681526 32.0313597, 34.768103 32.0314257, 34.7678943 32.0315995, 34.7679037 32.0316931)",1,,סביון,,,,,,
"[1385841044, 1385841045, 1352619862]",unclassified,False,"[False, True]",89.78305663229439,"LINESTRING (34.7679037 32.0316931, 34.7678943 32.0315995, 34.768103 32.0314257, 34.7681526 32.0313597, 34.768213 32.0312459, 34.7682695 32.0312558, 34.7683192 32.031232, 34.7684529 32.0311119)",1,,סביון,,,,,,
172275094,residential,False,False,14.528374354539116,"LINESTRING (34.7647629 32.0324916, 34.7649086 32.0325342)",,,הפרדס,,,,,,
